"Country_Region","Last_Update","Confirmed","Deaths","Recovered","Active"
"US",2020-04-08,32,1,0,0
"US",2020-04-08,32,2,0,0
"US",2020-04-08,32,4,0,0
"US",2020-04-08,33,0,0,0
"US",2020-04-08,33,1,0,0
"US",2020-04-08,33,2,0,0
"US",2020-04-08,33,3,0,0
"US",2020-04-08,33,5,0,0
"US",2020-04-08,33,18,0,0
"US",2020-04-08,34,0,0,0
"US",2020-04-08,34,1,0,0
"US",2020-04-08,34,2,0,0
"US",2020-04-08,34,3,0,0
"US",2020-04-08,34,4,0,0
"US",2020-04-08,35,0,0,0
"US",2020-04-08,35,1,0,0
"US",2020-04-08,35,3,0,0
"US",2020-04-08,36,0,0,0
"US",2020-04-08,36,1,0,0
"US",2020-04-08,36,3,0,0
"US",2020-04-08,36,4,0,0
"US",2020-04-08,36,8,0,0
"US",2020-04-08,37,0,0,0
"US",2020-04-08,37,1,0,0
"US",2020-04-08,37,2,0,0
"US",2020-04-08,37,4,0,0
"US",2020-04-08,38,0,0,0
"US",2020-04-08,38,1,0,0
"US",2020-04-08,38,2,0,0
"US",2020-04-08,38,7,0,0
"US",2020-04-08,39,0,0,0
"US",2020-04-08,39,1,0,0
"US",2020-04-08,39,2,0,0
"US",2020-04-08,40,0,0,0
"US",2020-04-08,40,1,0,0
"US",2020-04-08,40,2,0,0
"US",2020-04-08,41,0,0,0
"US",2020-04-08,41,1,0,0
"US",2020-04-08,41,2,0,0
"US",2020-04-08,41,3,0,0
"US",2020-04-08,42,0,0,0
"US",2020-04-08,42,1,0,0
"US",2020-04-08,42,2,0,0
"US",2020-04-08,42,3,0,0
"US",2020-04-08,42,4,0,0
"US",2020-04-08,43,0,0,0
"US",2020-04-08,43,1,0,0
"US",2020-04-08,43,2,0,0
"US",2020-04-08,43,4,0,0
"US",2020-04-08,44,0,0,0
"US",2020-04-08,44,1,0,0
"US",2020-04-08,44,2,0,0
"US",2020-04-08,44,4,0,0
"US",2020-04-08,44,12,0,0
"US",2020-04-08,45,0,0,0
"US",2020-04-08,45,1,0,0
"US",2020-04-08,45,2,0,0
"US",2020-04-08,45,5,0,0
"US",2020-04-08,46,0,0,0
"US",2020-04-08,46,1,0,0
"US",2020-04-08,46,2,0,0
"US",2020-04-08,46,3,0,0
"US",2020-04-08,47,0,0,0
"US",2020-04-08,47,1,0,0
"US",2020-04-08,47,2,0,0
"US",2020-04-08,48,0,0,0
"US",2020-04-08,48,1,0,0
"US",2020-04-08,48,3,0,0
"US",2020-04-08,49,0,0,0
"US",2020-04-08,49,1,0,0
"US",2020-04-08,49,2,0,0
"US",2020-04-08,50,0,0,0
"US",2020-04-08,50,1,0,0
"US",2020-04-08,50,3,0,0
"US",2020-04-08,51,0,0,0
"US",2020-04-08,51,1,0,0
"US",2020-04-08,51,2,0,0
"US",2020-04-08,51,3,0,0
"US",2020-04-08,51,4,0,0
"US",2020-04-08,52,2,0,0
"US",2020-04-08,53,0,0,0
"US",2020-04-08,53,1,0,0
"US",2020-04-08,54,1,0,0
"US",2020-04-08,54,2,0,0
"US",2020-04-08,54,9,0,0
"US",2020-04-08,55,0,0,0
"US",2020-04-08,55,1,0,0
"US",2020-04-08,55,7,0,0
"US",2020-04-08,56,0,0,0
"US",2020-04-08,56,1,0,0
"US",2020-04-08,56,2,0,0
"US",2020-04-08,56,4,0,0
"US",2020-04-08,57,0,0,0
"US",2020-04-08,57,1,0,0
"US",2020-04-08,57,4,0,0
"US",2020-04-08,58,0,0,0
"US",2020-04-08,58,1,0,0
"US",2020-04-08,59,0,0,0
"US",2020-04-08,59,1,0,0
"US",2020-04-08,60,0,0,0
"US",2020-04-08,60,1,0,0
"US",2020-04-08,60,3,0,0
"US",2020-04-08,61,0,0,0
"US",2020-04-08,61,1,0,0
"US",2020-04-08,61,7,0,0
"US",2020-04-08,62,0,0,0
"US",2020-04-08,62,1,0,0
"US",2020-04-08,62,3,0,0
"US",2020-04-08,62,4,0,0
"US",2020-04-08,63,0,0,0
"US",2020-04-08,63,3,0,0
"US",2020-04-08,64,2,0,0
"US",2020-04-08,64,3,0,0
"US",2020-04-08,64,5,0,0
"US",2020-04-08,65,0,0,0
"US",2020-04-08,65,2,0,0
"US",2020-04-08,65,5,0,0
"US",2020-04-08,66,0,0,0
"US",2020-04-08,66,1,0,0
"US",2020-04-08,66,2,0,0
"US",2020-04-08,66,4,0,0
"US",2020-04-08,67,0,0,0
"US",2020-04-08,67,2,0,0
"US",2020-04-08,67,3,0,0
"US",2020-04-08,67,6,0,0
"US",2020-04-08,68,1,0,0
"US",2020-04-08,68,2,0,0
"US",2020-04-08,68,5,0,0
"US",2020-04-08,69,0,0,0
"US",2020-04-08,69,1,0,0
"US",2020-04-08,69,2,0,0
"US",2020-04-08,70,2,0,0
"US",2020-04-08,70,7,0,0
"US",2020-04-08,71,0,0,0
"US",2020-04-08,71,1,0,0
"US",2020-04-08,71,6,0,0
"US",2020-04-08,72,2,0,0
"US",2020-04-08,72,7,0,0
"US",2020-04-08,73,1,0,0
"US",2020-04-08,73,3,0,0
"US",2020-04-08,74,1,0,0
"US",2020-04-08,74,2,0,0
"US",2020-04-08,75,0,0,0
"US",2020-04-08,75,2,0,0
"US",2020-04-08,75,3,0,0
"US",2020-04-08,75,4,0,0
"US",2020-04-08,76,1,0,0
"US",2020-04-08,76,2,0,0
"US",2020-04-08,76,3,0,0
"US",2020-04-08,76,4,0,0
"US",2020-04-08,77,0,0,0
"US",2020-04-08,77,1,0,0
"US",2020-04-08,77,2,0,0
"US",2020-04-08,77,3,0,0
"US",2020-04-08,78,0,0,0
"US",2020-04-08,78,1,0,0
"US",2020-04-08,78,2,0,0
"US",2020-04-08,79,1,0,0
"US",2020-04-08,79,2,0,0
"US",2020-04-08,80,2,0,0
"US",2020-04-08,81,0,0,0
"US",2020-04-08,81,9,0,0
"US",2020-04-08,82,0,0,0
"US",2020-04-08,82,1,0,0
"US",2020-04-08,82,2,0,0
"US",2020-04-08,82,3,0,0
"US",2020-04-08,83,0,0,0
"US",2020-04-08,83,2,0,0
"US",2020-04-08,84,2,0,0
"US",2020-04-08,84,5,0,0
"US",2020-04-08,85,0,0,0
"US",2020-04-08,85,4,0,0
"US",2020-04-08,86,0,0,0
"US",2020-04-08,86,2,0,0
"US",2020-04-08,86,4,0,0
"US",2020-04-08,86,7,0,0
"US",2020-04-08,87,0,0,0
"US",2020-04-08,87,2,0,0
"US",2020-04-08,87,4,0,0
"US",2020-04-08,87,6,0,0
"US",2020-04-08,88,1,0,0
"US",2020-04-08,88,3,0,0
"US",2020-04-08,89,0,0,0
"US",2020-04-08,90,0,0,0
"US",2020-04-08,90,7,0,0
"US",2020-04-08,91,6,0,0
"US",2020-04-08,91,7,0,0
"US",2020-04-08,92,3,0,0
"US",2020-04-08,92,7,0,0
"US",2020-04-08,93,2,0,0
"US",2020-04-08,93,3,0,0
"US",2020-04-08,93,6,0,0
"US",2020-04-08,93,9,0,0
"US",2020-04-08,94,2,0,0
"US",2020-04-08,94,4,0,0
"US",2020-04-08,95,7,0,0
"US",2020-04-08,95,9,0,0
"US",2020-04-08,97,3,0,0
"US",2020-04-08,97,4,0,0
"US",2020-04-08,97,7,0,0
"US",2020-04-08,98,1,0,0
"US",2020-04-08,98,5,0,0
"US",2020-04-08,99,0,0,0
"US",2020-04-08,99,1,0,0
"US",2020-04-08,99,2,0,0
"US",2020-04-08,99,4,0,0
"US",2020-04-08,99,6,0,0
"US",2020-04-08,100,3,0,0
"US",2020-04-08,101,0,0,0
"US",2020-04-08,102,2,0,0
"US",2020-04-08,103,3,0,0
"US",2020-04-08,103,4,0,0
"US",2020-04-08,105,0,0,0
"US",2020-04-08,105,3,0,0
"US",2020-04-08,106,5,0,0
"US",2020-04-08,107,14,0,0
"US",2020-04-08,108,1,0,0
"US",2020-04-08,108,2,0,0
"US",2020-04-08,108,8,0,0
"US",2020-04-08,108,11,0,0
"US",2020-04-08,109,8,0,0
"US",2020-04-08,111,5,0,0
"US",2020-04-08,111,13,0,0
"US",2020-04-08,112,3,0,0
"US",2020-04-08,112,4,0,0
"US",2020-04-08,113,2,0,0
"US",2020-04-08,114,3,0,0
"US",2020-04-08,114,7,0,0
"US",2020-04-08,117,0,0,0
"US",2020-04-08,117,4,0,0
"US",2020-04-08,117,21,0,0
"US",2020-04-08,119,0,0,0
"US",2020-04-08,119,1,0,0
"US",2020-04-08,120,0,0,0
"US",2020-04-08,120,1,0,0
"US",2020-04-08,121,2,0,0
"US",2020-04-08,121,4,0,0
"US",2020-04-08,122,2,0,0
"US",2020-04-08,122,5,0,0
"US",2020-04-08,122,8,0,0
"US",2020-04-08,123,7,0,0
"US",2020-04-08,123,8,0,0
"US",2020-04-08,124,0,0,0
"US",2020-04-08,125,2,0,0
"US",2020-04-08,125,4,0,0
"US",2020-04-08,126,1,0,0
"US",2020-04-08,126,4,0,0
"US",2020-04-08,126,8,0,0
"US",2020-04-08,127,1,0,0
"US",2020-04-08,127,3,0,0
"US",2020-04-08,128,1,0,0
"US",2020-04-08,128,2,0,0
"US",2020-04-08,128,13,0,0
"US",2020-04-08,130,5,0,0
"US",2020-04-08,130,6,0,0
"US",2020-04-08,134,4,0,0
"US",2020-04-08,135,4,0,0
"US",2020-04-08,135,6,0,0
"US",2020-04-08,136,0,0,0
"US",2020-04-08,136,2,0,0
"US",2020-04-08,136,4,0,0
"US",2020-04-08,137,0,0,0
"US",2020-04-08,140,3,0,0
"US",2020-04-08,142,1,0,0
"US",2020-04-08,143,1,0,0
"US",2020-04-08,143,11,0,0
"US",2020-04-08,144,0,0,0
"US",2020-04-08,144,1,0,0
"US",2020-04-08,145,0,0,0
"US",2020-04-08,145,5,0,0
"US",2020-04-08,145,6,0,0
"US",2020-04-08,146,3,0,0
"US",2020-04-08,147,1,0,0
"US",2020-04-08,147,2,0,0
"US",2020-04-08,148,4,0,0
"US",2020-04-08,148,5,0,0
"US",2020-04-08,148,6,0,0
"US",2020-04-08,148,10,0,0
"US",2020-04-08,149,7,0,0
"US",2020-04-08,150,7,0,0
"US",2020-04-08,151,6,0,0
"US",2020-04-08,152,0,0,0
"US",2020-04-08,152,5,0,0
"US",2020-04-08,153,0,0,0
"US",2020-04-08,153,2,0,0
"US",2020-04-08,154,1,0,0
"US",2020-04-08,154,2,0,0
"US",2020-04-08,155,1,0,0
"US",2020-04-08,157,7,0,0
"US",2020-04-08,159,2,0,0
"US",2020-04-08,159,5,0,0
"US",2020-04-08,159,6,0,0
"US",2020-04-08,162,4,0,0
"US",2020-04-08,163,2,0,0
"US",2020-04-08,163,3,0,0
"US",2020-04-08,164,2,0,0
"US",2020-04-08,164,3,0,0
"US",2020-04-08,166,5,0,0
"US",2020-04-08,167,2,0,0
"US",2020-04-08,167,8,0,0
"US",2020-04-08,168,2,0,0
"US",2020-04-08,168,4,0,0
"US",2020-04-08,168,5,0,0
"US",2020-04-08,169,0,0,0
"US",2020-04-08,169,4,0,0
"US",2020-04-08,169,5,0,0
"US",2020-04-08,171,7,0,0
"US",2020-04-08,171,9,0,0
"US",2020-04-08,173,0,0,0
"US",2020-04-08,173,1,0,0
"US",2020-04-08,174,2,0,0
"US",2020-04-08,178,1,0,0
"US",2020-04-08,179,2,0,0
"US",2020-04-08,179,19,0,0
"US",2020-04-08,180,2,0,0
"US",2020-04-08,180,5,0,0
"US",2020-04-08,180,7,0,0
"US",2020-04-08,181,5,0,0
"US",2020-04-08,181,7,0,0
"US",2020-04-08,183,0,0,0
"US",2020-04-08,183,4,0,0
"US",2020-04-08,186,6,0,0
"US",2020-04-08,186,18,0,0
"US",2020-04-08,190,13,0,0
"US",2020-04-08,191,4,0,0
"US",2020-04-08,191,6,0,0
"US",2020-04-08,192,12,0,0
"US",2020-04-08,193,3,0,0
"US",2020-04-08,197,8,0,0
"US",2020-04-08,199,4,0,0
"US",2020-04-08,201,4,0,0
"US",2020-04-08,205,2,0,0
"US",2020-04-08,206,5,0,0
"US",2020-04-08,207,1,0,0
"US",2020-04-08,207,3,0,0
"US",2020-04-08,207,8,0,0
"US",2020-04-08,208,15,0,0
"US",2020-04-08,209,14,0,0
"US",2020-04-08,210,4,0,0
"US",2020-04-08,211,12,0,0
"US",2020-04-08,212,14,0,0
"US",2020-04-08,214,3,0,0
"US",2020-04-08,215,3,0,0
"US",2020-04-08,215,9,0,0
"US",2020-04-08,216,1,0,0
"US",2020-04-08,218,2,0,0
"US",2020-04-08,223,13,0,0
"US",2020-04-08,228,0,0,0
"US",2020-04-08,228,2,0,0
"US",2020-04-08,230,8,0,0
"US",2020-04-08,233,2,0,0
"US",2020-04-08,234,7,0,0
"US",2020-04-08,236,1,0,0
"US",2020-04-08,238,1,0,0
"US",2020-04-08,238,19,0,0
"US",2020-04-08,239,13,0,0
"US",2020-04-08,243,6,0,0
"US",2020-04-08,244,8,0,0
"US",2020-04-08,244,11,0,0
"US",2020-04-08,245,12,0,0
"US",2020-04-08,249,8,0,0
"US",2020-04-08,254,2,0,0
"US",2020-04-08,255,1,0,0
"US",2020-04-08,255,2,0,0
"US",2020-04-08,255,9,0,0
"US",2020-04-08,258,7,0,0
"US",2020-04-08,262,10,0,0
"US",2020-04-08,263,1,0,0
"US",2020-04-08,263,7,0,0
"US",2020-04-08,266,12,0,0
"US",2020-04-08,267,2,0,0
"US",2020-04-08,269,4,0,0
"US",2020-04-08,271,2,0,0
"US",2020-04-08,271,9,0,0
"US",2020-04-08,272,4,0,0
"US",2020-04-08,272,5,0,0
"US",2020-04-08,273,0,0,0
"US",2020-04-08,274,3,0,0
"US",2020-04-08,274,32,0,0
"US",2020-04-08,275,3,0,0
"US",2020-04-08,277,3,0,0
"US",2020-04-08,279,3,0,0
"US",2020-04-08,281,18,0,0
"US",2020-04-08,282,0,0,0
"US",2020-04-08,282,6,0,0
"US",2020-04-08,285,10,0,0
"US",2020-04-08,287,3,0,0
"US",2020-04-08,288,2,0,0
"US",2020-04-08,288,14,0,0
"US",2020-04-08,289,9,0,0
"US",2020-04-08,291,2,0,0
"US",2020-04-08,292,52,0,0
"US",2020-04-08,293,11,0,0
"US",2020-04-08,293,16,0,0
"US",2020-04-08,296,7,0,0
"US",2020-04-08,296,19,0,0
"US",2020-04-08,303,11,0,0
"US",2020-04-08,304,10,0,0
"US",2020-04-08,305,1,0,0
"US",2020-04-08,305,28,0,0
"US",2020-04-08,307,8,0,0
"US",2020-04-08,308,4,0,0
"US",2020-04-08,312,4,0,0
"US",2020-04-08,317,15,0,0
"US",2020-04-08,319,22,0,0
"US",2020-04-08,326,6,0,0
"US",2020-04-08,328,19,0,0
"US",2020-04-08,340,7,0,0
"US",2020-04-08,342,9,0,0
"US",2020-04-08,343,5,0,0
"US",2020-04-08,344,18,0,0
"US",2020-04-08,355,11,0,0
"US",2020-04-08,357,21,0,0
"US",2020-04-08,364,3,0,0
"US",2020-04-08,365,0,0,0
"US",2020-04-08,366,7,0,0
"US",2020-04-08,366,15,0,0
"US",2020-04-08,371,16,0,0
"US",2020-04-08,373,6,0,0
"US",2020-04-08,374,5,0,0
"US",2020-04-08,376,18,0,0
"US",2020-04-08,392,15,0,0
"US",2020-04-08,394,9,0,0
"US",2020-04-08,400,17,0,0
"US",2020-04-08,404,1,0,0
"US",2020-04-08,416,12,0,0
"US",2020-04-08,417,6,0,0
"US",2020-04-08,417,14,0,0
"US",2020-04-08,422,6,0,0
"US",2020-04-08,423,11,0,0
"US",2020-04-08,427,7,0,0
"US",2020-04-08,428,4,0,0
"US",2020-04-08,432,35,0,0
"US",2020-04-08,437,13,0,0
"US",2020-04-08,438,3,0,0
"US",2020-04-08,461,12,0,0
"US",2020-04-08,462,7,0,0
"US",2020-04-08,462,14,0,0
"US",2020-04-08,464,16,0,0
"US",2020-04-08,466,12,0,0
"US",2020-04-08,472,30,0,0
"US",2020-04-08,476,12,0,0
"US",2020-04-08,479,13,0,0
"US",2020-04-08,503,18,0,0
"US",2020-04-08,547,17,0,0
"US",2020-04-08,549,10,0,0
"US",2020-04-08,554,7,0,0
"US",2020-04-08,561,14,0,0
"US",2020-04-08,565,15,0,0
"US",2020-04-08,570,9,0,0
"US",2020-04-08,571,10,0,0
"US",2020-04-08,573,30,0,0
"US",2020-04-08,580,22,0,0
"US",2020-04-08,588,19,0,0
"US",2020-04-08,588,29,0,0
"US",2020-04-08,610,13,0,0
"US",2020-04-08,610,23,0,0
"US",2020-04-08,617,21,0,0
"US",2020-04-08,620,24,0,0
"US",2020-04-08,626,7,0,0
"US",2020-04-08,636,9,0,0
"US",2020-04-08,651,34,0,0
"US",2020-04-08,671,17,0,0
"US",2020-04-08,674,16,0,0
"US",2020-04-08,676,10,0,0
"US",2020-04-08,706,11,0,0
"US",2020-04-08,713,39,0,0
"US",2020-04-08,720,10,0,0
"US",2020-04-08,733,18,0,0
"US",2020-04-08,761,12,0,0
"US",2020-04-08,764,19,0,0
"US",2020-04-08,795,16,0,0
"US",2020-04-08,801,17,0,0
"US",2020-04-08,803,10,0,0
"US",2020-04-08,803,25,0,0
"US",2020-04-08,816,24,0,0
"US",2020-04-08,832,3,0,0
"US",2020-04-08,835,23,0,0
"US",2020-04-08,838,22,0,0
"US",2020-04-08,848,10,0,0
"US",2020-04-08,857,6,0,0
"US",2020-04-08,857,17,0,0
"US",2020-04-08,858,7,0,0
"US",2020-04-08,866,13,0,0
"US",2020-04-08,875,30,0,0
"US",2020-04-08,912,17,0,0
"US",2020-04-08,914,37,0,0
"US",2020-04-08,915,0,0,0
"US",2020-04-08,927,33,0,0
"US",2020-04-08,935,33,0,0
"US",2020-04-08,946,13,0,0
"US",2020-04-08,960,23,0,0
"US",2020-04-08,986,61,0,0
"US",2020-04-08,992,28,0,0
"US",2020-04-08,1016,17,0,0
"US",2020-04-08,1034,23,0,0
"US",2020-04-08,1041,23,0,0
"US",2020-04-08,1045,48,0,0
"US",2020-04-08,1081,62,0,0
"US",2020-04-08,1088,26,0,0
"US",2020-04-08,1134,11,0,0
"US",2020-04-08,1160,46,0,0
"US",2020-04-08,1179,32,0,0
"US",2020-04-08,1203,24,0,0
"US",2020-04-08,1206,69,0,0
"US",2020-04-08,1240,41,0,0
"US",2020-04-08,1296,29,0,0
"US",2020-04-08,1310,32,0,0
"US",2020-04-08,1319,12,0,0
"US",2020-04-08,1324,20,0,0
"US",2020-04-08,1327,33,0,0
"US",2020-04-08,1335,45,0,0
"US",2020-04-08,1380,46,0,0
"US",2020-04-08,1391,4,0,0
"US",2020-04-08,1395,10,0,0
"US",2020-04-08,1416,56,0,0
"US",2020-04-08,1440,27,0,0
"US",2020-04-08,1454,31,0,0
"US",2020-04-08,1521,37,0,0
"US",2020-04-08,1559,37,0,0
"US",2020-04-08,1664,60,0,0
"US",2020-04-08,1695,63,0,0
"US",2020-04-08,1778,41,0,0
"US",2020-04-08,1878,65,0,0
"US",2020-04-08,2103,50,0,0
"US",2020-04-08,2290,58,0,0
"US",2020-04-08,2341,31,0,0
"US",2020-04-08,2358,58,0,0
"US",2020-04-08,2468,102,0,0
"US",2020-04-08,2626,141,0,0
"US",2020-04-08,2856,101,0,0
"US",2020-04-08,3038,86,0,0
"US",2020-04-08,3545,80,0,0
"US",2020-04-08,3600,48,0,0
"US",2020-04-08,3688,244,0,0
"US",2020-04-08,4007,234,0,0
"US",2020-04-08,4075,107,0,0
"US",2020-04-08,4092,149,0,0
"US",2020-04-08,4136,132,0,0
"US",2020-04-08,4156,139,0,0
"US",2020-04-08,4372,71,0,0
"US",2020-04-08,4777,87,0,0
"US",2020-04-08,4831,125,0,0
"US",2020-04-08,5070,208,0,0
"US",2020-04-08,5354,49,0,0
"US",2020-04-08,5437,122,0,0
"US",2020-04-08,5598,276,0,0
"US",2020-04-08,6413,154,0,0
"US",2020-04-08,7559,198,0,0
"US",2020-04-08,7874,314,0,0
"US",2020-04-08,9626,446,0,0
"US",2020-04-08,10520,310,0,0
"US",2020-04-08,15887,283,0,0
"US",2020-04-08,17008,323,0,0
"US",2020-04-08,18548,500,0,0
"US",2020-04-08,81803,4571,0,0
"US",2020-04-09,0,0,0,0
"US",2020-04-09,0,0,25410,0
"US",2020-04-09,0,1,0,0
"US",2020-04-09,0,2,0,0
"US",2020-04-09,0,3,0,0
"US",2020-04-09,0,7,0,0
"US",2020-04-09,0,8,0,0
"US",2020-04-09,0,18,0,0
"US",2020-04-09,0,73,0,0
"US",2020-04-09,0,78,0,0
"US",2020-04-09,1,0,0,0
"US",2020-04-09,1,1,0,0
"US",2020-04-09,2,0,0,0
"US",2020-04-09,2,1,0,0
"US",2020-04-09,3,0,0,0
"US",2020-04-09,3,1,0,0
"US",2020-04-09,4,0,0,0
"US",2020-04-09,4,1,0,0
"US",2020-04-09,4,2,0,0
"US",2020-04-09,5,0,0,0
"US",2020-04-09,5,1,0,0
"US",2020-04-09,5,2,0,0
"US",2020-04-09,6,0,0,0
"US",2020-04-09,6,1,0,0
"US",2020-04-09,7,0,0,0
"US",2020-04-09,7,1,0,0
"US",2020-04-09,7,2,0,0
"US",2020-04-09,8,0,0,0
"US",2020-04-09,8,1,0,0
"US",2020-04-09,9,0,0,0
"US",2020-04-09,9,1,0,0
"US",2020-04-09,9,2,0,0
"US",2020-04-09,10,0,0,0
"US",2020-04-09,10,1,0,0
"US",2020-04-09,10,2,0,0
"US",2020-04-09,11,0,0,0
"US",2020-04-09,11,1,0,0
"US",2020-04-09,11,2,0,0
"US",2020-04-09,12,0,0,0
"US",2020-04-09,12,1,0,0
"US",2020-04-09,12,2,0,0
"US",2020-04-09,13,0,0,0
"US",2020-04-09,13,1,0,0
"US",2020-04-09,14,0,0,0
"US",2020-04-09,14,1,0,0
"US",2020-04-09,14,2,0,0
"US",2020-04-09,15,0,0,0
"US",2020-04-09,15,1,0,0
"US",2020-04-09,15,3,0,0
"US",2020-04-09,16,0,0,0
"US",2020-04-09,16,1,0,0
"US",2020-04-09,16,2,0,0
"US",2020-04-09,17,0,0,0
"US",2020-04-09,17,1,0,0
"US",2020-04-09,17,2,0,0
"US",2020-04-09,18,0,0,0
"US",2020-04-09,18,1,0,0
"US",2020-04-09,18,2,0,0
"US",2020-04-09,18,3,0,0
"US",2020-04-09,19,0,0,0
"US",2020-04-09,19,1,0,0
"US",2020-04-09,19,3,0,0
"US",2020-04-09,20,0,0,0
"US",2020-04-09,20,1,0,0
"US",2020-04-09,20,2,0,0
"US",2020-04-09,20,3,0,0
"US",2020-04-09,20,5,0,0
"US",2020-04-09,21,0,0,0
"US",2020-04-09,21,1,0,0
"US",2020-04-09,21,2,0,0
"US",2020-04-09,22,0,0,0
"US",2020-04-09,22,1,0,0
"US",2020-04-09,22,2,0,0
"US",2020-04-09,23,0,0,0
"US",2020-04-09,23,1,0,0
"US",2020-04-09,23,2,0,0
"US",2020-04-09,23,3,0,0
"US",2020-04-09,24,0,0,0
"US",2020-04-09,24,1,0,0
"US",2020-04-09,24,2,0,0
"US",2020-04-09,24,3,0,0
"US",2020-04-09,25,0,0,0
"US",2020-04-09,25,1,0,0
"US",2020-04-09,25,2,0,0
"US",2020-04-09,26,0,0,0
"US",2020-04-09,26,1,0,0
"US",2020-04-09,26,2,0,0
"US",2020-04-09,26,3,0,0
"US",2020-04-09,27,0,0,0
"US",2020-04-09,27,1,0,0
"US",2020-04-09,27,2,0,0
"US",2020-04-09,28,0,0,0
"US",2020-04-09,28,1,0,0
"US",2020-04-09,28,2,0,0
"US",2020-04-09,29,0,0,0
"US",2020-04-09,29,1,0,0
"US",2020-04-09,29,2,0,0
"US",2020-04-09,29,3,0,0
"US",2020-04-09,29,5,0,0
"US",2020-04-09,30,0,0,0
"US",2020-04-09,30,1,0,0
"US",2020-04-09,30,2,0,0
"US",2020-04-09,30,3,0,0
"US",2020-04-09,31,0,0,0
"US",2020-04-09,31,1,0,0
"US",2020-04-09,31,2,0,0
"US",2020-04-09,31,3,0,0
"US",2020-04-09,32,0,0,0
"US",2020-04-09,32,1,0,0
"US",2020-04-09,32,2,0,0
"US",2020-04-09,32,3,0,0
"US",2020-04-09,32,4,0,0
"US",2020-04-09,32,18,0,0
"US",2020-04-09,33,0,0,0
"US",2020-04-09,33,1,0,0
"US",2020-04-09,33,2,0,0
"US",2020-04-09,33,3,0,0
"US",2020-04-09,34,0,0,0
"US",2020-04-09,34,1,0,0
"US",2020-04-09,34,2,0,0
"US",2020-04-09,34,4,0,0
"US",2020-04-09,35,0,0,0
"US",2020-04-09,35,1,0,0
"US",2020-04-09,35,2,0,0
"US",2020-04-09,35,3,0,0
"US",2020-04-09,35,4,0,0
"US",2020-04-09,36,0,0,0
"US",2020-04-09,36,1,0,0
"US",2020-04-09,36,2,0,0
"US",2020-04-09,36,3,0,0
"US",2020-04-09,37,0,0,0
"US",2020-04-09,37,1,0,0
"US",2020-04-09,37,2,0,0
"US",2020-04-09,37,3,0,0
"US",2020-04-09,37,4,0,0
"US",2020-04-09,38,0,0,0
"US",2020-04-09,38,1,0,0
"US",2020-04-09,38,2,0,0
"US",2020-04-09,39,0,0,0
"US",2020-04-09,39,1,0,0
"US",2020-04-09,39,2,0,0
"US",2020-04-09,39,3,0,0
"US",2020-04-09,40,0,0,0
"US",2020-04-09,40,1,0,0
"US",2020-04-09,40,2,0,0
"US",2020-04-09,40,3,0,0
"US",2020-04-09,40,7,0,0
"US",2020-04-09,41,0,0,0
"US",2020-04-09,41,1,0,0
"US",2020-04-09,41,5,0,0
"US",2020-04-09,41,6,0,0
"US",2020-04-09,42,0,0,0
"US",2020-04-09,42,1,0,0
"US",2020-04-09,42,2,0,0
"US",2020-04-09,42,3,0,0
"US",2020-04-09,42,4,0,0
"US",2020-04-09,43,0,0,0
"US",2020-04-09,43,3,0,0
"US",2020-04-09,44,0,0,0
"US",2020-04-09,44,1,0,0
"US",2020-04-09,44,3,0,0
"US",2020-04-09,45,0,0,0
"US",2020-04-09,45,1,0,0
"US",2020-04-09,45,2,0,0
"US",2020-04-09,45,3,0,0
"US",2020-04-09,45,4,0,0
"US",2020-04-09,46,0,0,0
"US",2020-04-09,46,2,0,0
"US",2020-04-09,46,3,0,0
"US",2020-04-09,47,0,0,0
"US",2020-04-09,47,1,0,0
"US",2020-04-09,47,2,0,0
"US",2020-04-09,48,0,0,0
"US",2020-04-09,48,1,0,0
"US",2020-04-09,48,2,0,0
"US",2020-04-09,49,0,0,0
"US",2020-04-09,49,1,0,0
"US",2020-04-09,49,2,0,0
"US",2020-04-09,49,4,0,0
"US",2020-04-09,50,0,0,0
"US",2020-04-09,50,1,0,0
"US",2020-04-09,50,2,0,0
"US",2020-04-09,51,0,0,0
"US",2020-04-09,51,1,0,0
"US",2020-04-09,51,2,0,0
"US",2020-04-09,52,0,0,0
"US",2020-04-09,52,1,0,0
"US",2020-04-09,52,2,0,0
"US",2020-04-09,52,3,0,0
"US",2020-04-09,53,0,0,0
"US",2020-04-09,53,1,0,0
"US",2020-04-09,53,4,0,0
"US",2020-04-09,53,5,0,0
"US",2020-04-09,54,0,0,0
"US",2020-04-09,54,1,0,0
"US",2020-04-09,54,2,0,0
"US",2020-04-09,54,8,0,0
"US",2020-04-09,55,0,0,0
"US",2020-04-09,55,1,0,0
"US",2020-04-09,55,2,0,0
"US",2020-04-09,55,3,0,0
"US",2020-04-09,56,0,0,0
"US",2020-04-09,56,1,0,0
"US",2020-04-09,56,3,0,0
"US",2020-04-09,56,7,0,0
"US",2020-04-09,57,1,0,0
"US",2020-04-09,57,2,0,0
"US",2020-04-09,57,3,0,0
"US",2020-04-09,57,4,0,0
"US",2020-04-09,57,5,0,0
"US",2020-04-09,57,9,0,0
"US",2020-04-09,58,0,0,0
"US",2020-04-09,58,1,0,0
"US",2020-04-09,58,4,0,0
"US",2020-04-09,59,0,0,0
"US",2020-04-09,59,1,0,0
